Customer_ID,Age,Income,Spending_Score,Purchase_Frequency,Satisfaction_Score,Gender,Education_Level,Marital_Status,Employment_Status,Loyalty_Tier,Region,Online_Shopping_Frequency,Product_Category,Avg_Discount_Avail,Store_Visits_Per_Month,Customer_Rating,Credit_Score,Days_Since_Last_Purchase,Dependents
392,38,129791.4218,98.14841196,19,3,Male,PhD,Married,Employed,Silver,North,16,Electronics,10.62852021,4,8.652688629,302.1611268,177,0
393,49,61483.06152,26.39647618,48,4,Male,PhD,Single,Unemployed,Bronze,West,18,Fashion,6.867468697,0,4.906639736,572.5025561,95,0
394,40,127759.0116,65.76328555,39,2,Female,Master's,Divorced,Employed,Silver,North,27,Fashion,17.66793293,8,9.356698675,355.1255412,314,3
395,50,24810.99251,20.61166564,46,3,Male,Bachelor's,Married,Retired,Gold,West,17,Electronics,15.99051652,6,6.312691646,714.9067755,19,1
396,20,97515.0842,56.9676952,28,4,Female,Master's,Divorced,Retired,Platinum,South,,Groceries,30.21583883,2,,451.8413248,163,1
397,35,49901.14885,46.92931618,46,4,Male,Master's,Married,Retired,Silver,West,24,Home,,8,8.608772815,544.0051056,96,1
398,42,35673.69515,97.22852763,,5,Female,PhD,Divorced,Employed,Platinum,North,23,Home,28.42567449,1,3.671201845,347.8684608,142,2
399,59,30003.91621,61.2442,4,2,Female,PhD,Single,Unemployed,Gold,North,4,Home,22.62972839,11,4.188391492,457.6625866,61,3
400,48,110517.5409,35.60113084,15,2,Female,Bachelor's,Divorced,Retired,Bronze,North,26,Groceries,30.97050215,6,,729.8196338,241,0
401,20,64183.74529,112.2954827,35,4,Male,PhD,Married,Unemployed,Gold,West,27,Electronics,36.60878877,8,9.108671464,383.3733515,237,2
402,57,114219.6803,15.97343604,37,3,Female,PhD,Single,Unemployed,Platinum,West,1,Fashion,33.53413753,5,9.788344986,655.9377586,130,1
403,63,28496.3243,23.30637607,1,1,Male,Bachelor's,Divorced,Retired,Gold,West,0,Electronics,49.30899662,9,9.116544848,804.584219,92,0
404,41,60987.74392,25.84569947,3,2,Male,PhD,Married,Employed,,South,6,Electronics,11.22194047,4,2.146348324,673.9102179,90,3
405,67,90133.86801,85.21098973,47,3,Male,Master's,Single,Unemployed,Gold,East,28,Fashion,24.3381654,11,8.413518575,746.0619291,132,4
406,49,122794.0114,56.56105604,24,2,Male,Bachelor's,Divorced,,Bronze,East,10,Groceries,24.11738315,6,4.688546303,359.9343961,122,1
407,64,61437.82538,52.81570023,27,2,Male,PhD,Married,Unemployed,Silver,North,10,Home,23.76739417,13,9.917212204,437.9025043,341,1
408,39,101365.8789,12.36211832,,,Male,High School,Divorced,Unemployed,Platinum,South,17,Home,34.87092764,14,5.250528679,791.9963687,117,1
409,40,135177.1073,86.15382964,36,1,Male,Bachelor's,Divorced,Unemployed,Bronze,West,16,Electronics,27.04226272,14,5.984524743,693.3080875,197,1
410,19,,72.55861602,34,4,Female,Bachelor's,Single,Unemployed,Bronze,,1,Groceries,28.28446519,5,5.767974237,651.7546045,281,0
411,44,50284.73172,7.699167828,29,,Female,High School,Single,,Gold,South,6,Home,24.45601965,4,,665.0717049,0,3
412,59,23172.1016,71.07567463,24,4,Female,PhD,Married,Employed,Silver,North,6,Groceries,49.62647575,13,1.6751988,527.8103049,210,2
413,19,133112.8536,54.81028352,24,2,Male,PhD,Single,Employed,Bronze,South,9,Fashion,46.7402607,1,9.060861074,324.5061474,262,0
414,43,22765.02341,9.090809229,42,2,Male,Bachelor's,Married,Retired,,South,21,Electronics,18.84758852,7,8.224082313,731.4428481,,3
415,34,,46.37176351,4,3,Male,Bachelor's,Divorced,Employed,Silver,East,20,Electronics,10.02172661,14,2.255741025,673.2922799,211,2
416,57,88761.82742,48.98493243,3,3,Male,PhD,Divorced,Employed,Gold,North,2,Groceries,42.78941258,12,7.990914442,560.0424553,86,1
417,50,142078.8008,17.41167948,34,3,Female,PhD,Married,Employed,Bronze,West,29,Home,49.87266131,6,6.632619994,794.8677885,,3
418,26,123841.8207,94.62411655,49,2,Male,Master's,Divorced,Unemployed,,East,11,Groceries,18.16740023,5,4.682294091,484.8878157,349,1
419,60,149731.4344,,23,5,Female,Bachelor's,Single,Unemployed,Platinum,East,2,Fashion,21.10032166,4,3.286190342,461.8769593,186,3
420,,65592.53601,67.2332114,23,2,Male,Bachelor's,Divorced,Retired,Platinum,West,10,Home,47.37349317,4,8.737559052,780.0379788,60,4
421,56,119734.4776,,45,3,Female,High School,Single,Retired,Bronze,South,28,Home,37.00082831,8,7.301694334,738.3432101,284,1
422,46,72251.01877,,5,4,Male,Master's,Married,Retired,Silver,West,11,Groceries,18.30372493,0,5.929659185,583.2388959,94,1
423,59,82383.83064,65.44637325,31,3,Female,PhD,Married,,Bronze,North,,Fashion,31.14709211,8,6.486116805,371.9041067,273,1
424,43,101575.7102,54.99775507,41,2,Male,Master's,Divorced,Employed,,West,3,Home,47.49033107,5,1.819595639,418.2893093,40,0
425,52,133578.0248,7.165037482,6,3,Female,PhD,Divorced,Employed,Platinum,South,24,Electronics,41.53158981,,5.265277848,660.9253947,146,2
426,67,147930.851,51.73776223,37,4,Male,PhD,Single,Unemployed,Platinum,West,15,Fashion,38.38247212,9,2.743302635,511.7726808,245,1
427,,119875.5438,80.83395811,,2,Female,Master's,Single,Retired,Silver,South,19,Home,38.16483403,13,2.875453111,760.0602554,131,1
428,41,74309.68168,46.46474788,40,2,Female,Bachelor's,Divorced,Retired,Silver,South,17,Groceries,13.01091459,6,6.951735661,822.4752551,296,0
429,30,74776.4103,6.143701178,7,2,Male,PhD,Divorced,Retired,Bronze,North,,Home,42.11065577,,9.201305367,743.1003089,122,0
430,24,115885.6992,78.84154174,39,4,Female,Master's,Married,Unemployed,Gold,West,21,Electronics,17.42533846,4,,507.6499826,142,
431,53,51041.02895,20.93501443,38,1,Male,High School,Married,Retired,Bronze,West,5,Fashion,46.86649961,13,,733.7775361,181,3
432,62,34361.63471,26.60346265,21,5,Male,Master's,Married,Retired,Silver,,20,Home,21.4087996,4,6.838722435,493.2929204,191,1
433,37,66100.88049,17.30592899,20,3,Male,High School,Divorced,Unemployed,Gold,South,14,Electronics,43.59471787,7,8.840683417,391.9050483,206,3
434,18,57341.06892,33.69129142,3,5,Female,PhD,Divorced,,Platinum,West,0,Home,16.98050725,6,7.73486921,318.3662627,230,0
435,25,58520.05566,75.91839906,22,5,Female,Master's,Divorced,,Silver,North,2,Home,,12,8.818815075,512.144192,21,0
436,63,50369.00764,52.41920009,47,3,Male,Master's,Married,Unemployed,Silver,South,4,Fashion,9.809838297,,5.828992039,796.957617,79,4
437,33,25472.11465,21.28324614,4,2,Male,High School,,Unemployed,Gold,North,21,Groceries,34.70535063,7,7.766886199,431.4426233,129,2
438,31,22323.61152,87.90517774,28,2,Female,Master's,Single,Unemployed,Silver,West,29,Groceries,42.62356738,10,2.260581034,413.5822407,291,0
439,29,148403.9107,88.07860364,12,2,Female,Master's,Divorced,Employed,Silver,North,16,Electronics,37.33012766,,4.134471538,833.4014319,275,1
440,68,75610.50739,87.18726408,38,4,Female,,Divorced,Retired,Silver,East,29,Electronics,28.54663308,9,4.50594248,313.7522621,322,4
441,40,69962.46413,24.64082493,36,2,Male,Master's,Divorced,Unemployed,Silver,South,13,Electronics,7.030214537,1,5.601661716,732.1801827,54,2
442,32,108354.1468,45.67269507,47,2,Male,,Divorced,Employed,,East,,Fashion,47.00484532,8,9.361687242,476.7534757,65,4
443,45,48373.00542,98.51397596,41,3,Male,High School,Divorced,Retired,Silver,East,29,Groceries,36.74702969,2,8.868669042,320.6183763,226,0
444,51,,77.42923515,5,,Male,Master's,Single,Retired,Silver,South,2,Electronics,38.56389073,5,2.210729431,804.7913971,25,2
445,19,,3.689574701,13,2,Male,High School,Single,Retired,Silver,South,25,Electronics,40.7606259,5,2.555106867,376.8032816,252,3
446,49,31623.4303,7.455254535,23,1,,High School,Divorced,Unemployed,Platinum,North,12,Home,38.64845417,1,4.218764946,603.478606,196,2
447,40,74285.50085,46.9292063,30,1,Male,High School,Married,Unemployed,Silver,South,2,Home,24.85022738,11,3.616694793,450.7298141,129,1
448,39,134285.38,91.01280038,37,5,,Master's,Divorced,Retired,Platinum,East,10,Electronics,38.01298232,,,335.8560412,242,3
449,68,142815.1629,54.331478,25,4,Female,Master's,,Retired,Platinum,East,1,Home,33.12620545,6,9.12498443,327.4573671,311,3
450,42,80762.19646,50.2834383,,2,Male,High School,Divorced,Retired,Bronze,,23,Home,43.43073502,8,9.660623875,363.5561844,211,1
451,39,,11.4418963,27,2,Female,Bachelor's,Married,Retired,Bronze,South,14,Home,41.11069169,11,6.882426573,339.2518576,189,3
452,39,41714.41299,66.02123037,14,2,Male,High School,Married,Retired,Platinum,East,12,Fashion,6.861847211,9,8.543432813,718.3069635,289,0
453,66,148851.9214,82.3882129,48,1,Female,Bachelor's,Married,Retired,Platinum,West,18,Electronics,22.04991906,10,5.726819802,567.0614113,225,2
454,69,250586.6059,38.66158074,47,5,Male,High School,,Employed,Silver,West,21,Electronics,6.562226848,0,2.874942522,488.5906502,245,2
455,59,142555.1306,77.78557324,36,4,Male,PhD,Married,Retired,Bronze,North,15,Home,9.593371614,7,5.722195709,530.1029006,55,1
456,23,104454.0644,96.48318874,39,3,Female,,,Unemployed,Gold,East,17,Fashion,32.06348249,1,5.995743413,810.9207046,54,0
457,32,99005.78333,21.17287945,16,4,Male,High School,Single,Unemployed,Bronze,North,6,,44.32198195,13,7.682118078,800.913497,275,
458,60,86649.50643,52.80963349,22,2,Female,Master's,Married,Unemployed,Platinum,East,12,Fashion,10.39211414,0,2.978946907,693.6220641,305,
459,54,49987.07552,29.42665785,21,4,Male,Bachelor's,Married,Retired,Platinum,North,3,Electronics,25.29901794,7,4.314793439,786.5753076,339,2
460,50,42948.64416,79.49258748,21,4,Male,PhD,Married,Unemployed,Silver,North,8,Home,45.98955072,1,4.276247223,475.8064152,152,2
461,25,48663.20718,58.18174322,8,2,Male,Bachelor's,Single,Employed,Silver,South,29,Electronics,41.64354427,5,9.634956362,509.6101293,52,2
462,,44236.97408,63.82365934,49,4,Female,PhD,Divorced,Retired,Bronze,North,9,Fashion,28.38505534,14,4.995504643,637.5417,110,
463,61,121345.9816,79.9935018,16,2,Female,High School,Married,Unemployed,Silver,South,8,Groceries,39.72071477,5,7.795845706,642.994271,203,1
464,22,65516.28369,40.20107679,31,2,Male,,Married,Employed,Gold,West,6,Fashion,28.52121983,4,7.757302432,564.9349109,111,3
465,56,27519.54795,91.59391677,42,1,Female,Master's,Married,Employed,,East,14,Groceries,12.11415518,7,3.389897663,520.3618166,324,3
466,21,145983.3419,53.76985786,10,3,Male,Bachelor's,Single,,Silver,West,27,Electronics,10.61312509,2,6.146827204,842.3991714,257,1
467,23,134892.165,16.63752746,32,4,Female,Master's,Single,Employed,Gold,East,7,Electronics,13.47657044,12,9.04872604,751.6179944,15,0
468,62,140607.7968,69.8940127,34,5,Female,Bachelor's,Divorced,Unemployed,Gold,West,18,Home,20.79149427,9,5.276779475,539.2391088,349,1
469,49,149338.0169,79.53287369,9,3,Male,Bachelor's,Married,Employed,Bronze,East,10,Groceries,46.87381705,14,9.506057566,700.0108625,165,2
470,69,42606.3824,32.35940603,17,4,Male,PhD,Single,Retired,Gold,North,4,Fashion,40.98552861,3,2.930124064,448.2589313,300,2
471,47,71511.46246,85.86074644,11,4,Male,Bachelor's,Divorced,Retired,Platinum,East,1,Electronics,,6,1.667431952,355.0931294,279,1
472,64,118571.0018,90.70818222,32,2,Male,PhD,Married,Retired,Platinum,East,9,Groceries,27.18845194,14,9.023084858,493.8370641,157,1
473,52,110482.6803,28.41354425,10,3,Male,,Single,Retired,Bronze,West,15,Fashion,16.95242559,6,8.629130782,521.6350401,248,3
474,57,40006.46782,198.3686258,22,1,Female,Bachelor's,Married,Retired,Silver,West,22,Groceries,36.69588304,12,9.933308883,309.0954185,180,3
,69,126058.3062,14.93044128,17,4,Female,Bachelor's,Married,Unemployed,Bronze,West,12,Fashion,,11,7.114541393,748.1356009,190,4
476,33,49177.27434,20.99955117,4,5,Male,High School,Single,Retired,Silver,South,7,Fashion,15.75071131,13,9.43019134,497.5563713,138,4
477,30,49096.28993,19.23825908,48,2,Male,Bachelor's,,Retired,Silver,,8,Fashion,6.88197307,7,8.442541226,619.2299912,77,
478,,89806.67498,89.50498129,47,4,Male,Bachelor's,Single,Retired,Silver,East,10,Fashion,33.07500244,1,8.599836998,340.679753,335,4
479,59,97082.19153,65.77496268,25,4,Female,High School,Married,Retired,Silver,East,10,Groceries,30.31304536,10,6.122274134,,49,4
480,47,95411.20702,16.05832404,21,3,Male,High School,Married,Employed,Silver,North,22,Groceries,23.09590198,11,4.441281381,789.3315489,84,0
481,36,31893.28886,44.59201842,37,3,Male,Master's,Divorced,Retired,Bronze,North,25,Home,33.97522738,1,9.411022653,634.7781403,182,1
482,34,134069.9121,61.91450448,38,,Female,Bachelor's,Married,Retired,Silver,East,,Groceries,29.77759841,3,,822.6562276,182,3
483,36,54528.00554,9.262944414,49,1,Female,Master's,Single,Unemployed,Gold,South,9,Groceries,16.27617095,12,5.849374305,849.3125189,3,4
,45,36836.93977,88.35922047,1,2,Female,Master's,Married,Employed,,East,28,Home,,9,5.015028764,504.5230634,316,3
485,43,135537.2504,80.55675001,25,,Female,High School,Divorced,Unemployed,Silver,North,,Groceries,24.26511064,12,6.083364826,464.3416852,110,4
486,,144234.6948,51.01547058,36,3,Male,PhD,Divorced,Retired,Gold,South,11,Fashion,44.61115975,8,5.234545711,772.0958303,333,4
487,43,132076.5902,96.74553491,17,1,Female,Master's,Single,Unemployed,Platinum,South,24,Electronics,48.24068694,9,1.431708027,849.2362849,338,2
488,40,125237.0897,42.35833695,41,,Female,PhD,Single,Unemployed,Bronze,North,5,Electronics,45.18506131,,8.938433674,,250,0
489,26,105181.4575,98.42692158,24,3,Male,Bachelor's,Divorced,Retired,Bronze,East,27,Home,37.36301108,8,4.99954437,737.3273974,,1
490,29,91611.45818,67.12407988,2,4,Male,High School,Divorced,Employed,Silver,West,11,Groceries,31.32467301,12,6.300492837,729.9602223,,1
491,18,,63.83245605,40,3,Male,Bachelor's,Divorced,Employed,Silver,East,9,Groceries,36.0167736,12,2.252690225,495.4368395,171,2
492,18,73098.9177,17.42953463,15,3,,Bachelor's,Single,Unemployed,,East,17,Home,47.25991493,3,1.030490632,615.8487091,286,2
493,64,68449.50721,88.31084807,32,5,Male,High School,,Retired,Silver,North,17,Electronics,16.24994309,8,3.207610843,758.1813177,118,
,51,53767.99189,43.3214791,39,1,Female,Bachelor's,Divorced,Unemployed,Gold,South,3,Fashion,29.08042285,14,7.341274289,678.4626319,,1
495,49,114044.6148,17.06110717,6,2,Female,High School,,Unemployed,Platinum,North,8,Groceries,36.03236086,13,1.892750771,311.6400977,174,0
496,65,84463.84556,2.248144478,1,4,Female,PhD,Married,Unemployed,Gold,East,,Home,35.56611506,2,9.179986963,485.1881179,29,4
497,42,30536.00807,56.41581268,47,,Male,Bachelor's,Married,Retired,Bronze,West,17,Fashion,16.35255318,11,2.935203124,379.4616331,54,0
498,57,48623.81625,53.21256259,23,1,Female,High School,Divorced,Retired,Gold,West,7,Home,,4,2.841342529,428.1347166,360,
499,62,108823.6393,72.21600861,39,2,Male,Master's,Married,Employed,Bronze,West,10,Home,40.81609141,9,,798.0192126,195,4
500,18,29897.01173,89.13554725,17,1,Male,Bachelor's,Married,Retired,Gold,North,6,Home,26.3785541,8,1.125835417,320.2913089,40,1
501,33,130656.8988,8.86125188,34,3,Male,PhD,Married,Unemployed,Bronze,South,8,Electronics,40.69841345,5,7.946249216,420.8903916,172,0
,56,84369.04851,73.41815254,41,2,Female,High School,Married,Unemployed,Silver,North,7,Electronics,21.1947169,2,8.875310781,470.2631437,329,0
503,22,82476.25505,,29,5,Female,Bachelor's,Divorced,Employed,Gold,West,,Home,47.24420572,9,6.527464324,639.2862396,218,0
504,39,97013.01201,85.95952826,9,4,Female,Bachelor's,Married,Retired,Bronze,East,16,Groceries,29.02677982,8,2.693799835,593.7559295,207,
505,46,,,13,4,Male,Bachelor's,Married,Unemployed,Gold,South,1,Fashion,31.81765779,,3.567501972,420.0482156,157,3
506,20,65215.19703,54.53858174,6,3,Female,PhD,Single,,Platinum,North,14,Groceries,6.411270596,3,5.283340276,390.332587,332,3
507,29,108142.0998,71.31403706,6,4,Female,High School,Divorced,Employed,Silver,North,13,Electronics,12.66211117,13,,430.238919,227,1
,,93545.15532,32.12066121,20,2,Female,Master's,Single,Unemployed,Bronze,South,28,Fashion,33.48202462,3,3.226162346,576.3912947,84,4
509,33,54713.67512,,3,4,Female,Master's,Single,Unemployed,Platinum,South,17,Home,23.89416673,7,7.584813135,449.1477821,172,2
510,68,134221.8982,,17,4,Female,Master's,Divorced,Retired,Gold,East,15,Groceries,,6,4.95503401,821.1813759,244,3
511,54,123665.3828,46.46725452,49,4,Male,High School,Married,Employed,Platinum,South,19,Groceries,7.833713393,0,3.680626135,555.1258718,359,4
512,39,105598.7385,36.42202827,12,3,Male,Master's,Single,Unemployed,Gold,East,21,Home,42.53608573,5,5.103243433,332.3378091,172,4
513,,130575.6248,49.92703228,48,2,Male,PhD,Divorced,Employed,Silver,West,3,Groceries,40.3027521,7,1.640860458,701.0965232,334,3
514,31,132748.2461,82.99667599,47,3,Male,High School,Married,Retired,Platinum,West,24,Electronics,13.34092891,2,8.188186338,480.8649085,211,4
515,,112087.187,34.18559669,45,4,Female,Bachelor's,Divorced,Unemployed,Silver,North,19,Home,33.54482108,13,3.189717352,659.4189126,83,
516,22,128811.7327,18.20239772,1,1,Male,PhD,Single,Retired,Bronze,West,5,Groceries,,8,7.528709109,453.7769038,172,3
517,64,110671.29,71.48938801,17,4,Female,Bachelor's,Married,Employed,Gold,West,5,Home,33.83843614,9,1.615135343,613.909058,182,0
518,66,108418.3003,82.77184306,3,2,Male,Master's,Married,Retired,Gold,East,25,Fashion,18.96791429,1,9.595887005,724.6838776,132,1
519,47,100419.4792,10.96311037,26,2,Male,PhD,Divorced,Retired,Silver,North,10,Home,34.52500177,13,2.737134869,810.404808,287,2
520,63,,24.74753716,15,1,Male,High School,Married,Employed,,South,25,Groceries,14.47077865,5,8.944678686,443.6199294,261,1
521,69,40618.66369,15.05522699,36,1,Female,PhD,Single,Retired,Bronze,North,16,Electronics,19.32147488,11,8.285258887,484.171323,349,0
522,22,134513.1987,35.44619975,32,,Female,Bachelor's,Single,,Platinum,West,23,Home,15.80313439,0,,555.3465312,281,0
523,29,,45.58474691,32,2,Male,High School,Single,Unemployed,Gold,South,27,Home,30.06162961,11,5.301015949,,292,4
524,33,23802.14679,75.13380736,4,5,Female,PhD,Divorced,Employed,Gold,North,2,Groceries,9.870199104,10,7.546575645,795.7627712,268,1
525,43,127356.1776,65.4636109,18,3,Male,PhD,Married,Employed,Bronze,North,12,Electronics,46.99896712,14,4.336395913,349.4330541,348,0
526,43,36753.08277,62.47192818,49,2,Male,PhD,Married,Unemployed,Bronze,North,21,Electronics,20.00805591,1,2.659314142,372.5614042,196,
527,65,63565.45105,35.88511971,19,4,,PhD,Married,Employed,Silver,North,2,Fashion,14.85365572,12,4.987683396,572.5300475,24,0
528,38,116656.0733,84.30330776,43,5,Female,High School,Single,Unemployed,Silver,East,15,Fashion,27.34474161,4,2.491741138,358.6406,140,2
529,56,40898.78649,47.65742957,35,4,Male,Bachelor's,Married,Unemployed,Platinum,North,14,Groceries,17.46490183,0,9.838401605,490.0694803,222,0
530,53,126335.7131,97.93138886,40,1,Male,PhD,Single,Employed,Bronze,West,10,Electronics,29.07068389,7,1.86621842,381.611958,19,1
531,50,128177.4431,63.78007169,14,5,Male,High School,Married,Retired,Platinum,,17,Electronics,20.68291174,0,6.302905511,649.8221953,246,4
532,47,85970.80539,13.50020941,33,4,Female,Bachelor's,Single,Retired,Bronze,East,14,Fashion,10.94300648,12,6.638174697,822.2224875,327,1
533,54,20830.16332,67.94157865,14,,Male,PhD,Married,Unemployed,Gold,South,4,Fashion,16.96528589,8,,848.2035737,200,3
534,40,57314.95731,33.18529753,34,1,Female,Bachelor's,Divorced,Retired,Bronze,South,15,Groceries,24.72979302,9,6.959672971,506.3826229,114,1
535,27,100200.4994,68.94639247,4,3,,Bachelor's,Divorced,Retired,Bronze,West,29,Electronics,6.363195192,10,2.045626975,629.4569504,188,2
536,22,147554.2031,7.894473668,24,2,Female,High School,Single,Employed,Gold,West,15,Home,39.67891372,2,5.995166718,770.9472094,25,
537,,102135.7585,18.31326228,29,4,Male,Bachelor's,Single,Unemployed,Bronze,East,16,Fashion,32.98210541,11,3.58491314,364.60414,53,2
538,51,53774.46554,85.71798863,19,2,Male,High School,Married,Unemployed,Platinum,South,8,Groceries,32.06118233,1,9.46158457,679.2604261,169,0
539,69,102420.7414,23.49077615,6,5,Female,PhD,Married,,Silver,South,26,Electronics,29.57224693,14,7.858644881,524.8640139,10,2
540,48,90198.09936,83.8670714,33,3,Female,Bachelor's,Divorced,Retired,Silver,North,22,,31.56409275,0,9.752630339,413.3803882,26,1
541,27,121379.9014,,49,2,Male,Bachelor's,Married,Unemployed,Platinum,North,2,Fashion,47.05933787,,,521.5144903,349,4
542,36,33907.48305,64.6453091,40,2,Female,,Single,Retired,Gold,North,19,Groceries,5.385614486,14,3.566198577,341.7781578,82,2
543,49,118933.6273,69.72090678,19,3,Male,PhD,Single,Unemployed,Bronze,East,12,Home,7.150986935,3,2.75880328,682.4739317,,1
544,18,90364.65523,51.75282056,1,4,Male,PhD,Single,Unemployed,Platinum,West,21,Fashion,13.61720345,11,1.100391286,439.0084678,37,0
545,22,145188.9605,31.22575699,5,4,Male,Master's,Single,Unemployed,Silver,East,2,Groceries,12.5285621,0,3.180931572,471.2731048,86,
546,62,64443.38159,,27,2,Female,Master's,Single,Unemployed,Silver,South,,Electronics,13.15375068,0,7.108983852,366.594714,320,4
547,21,102240.8461,4.285746102,16,2,Male,High School,Divorced,Retired,Platinum,West,6,Home,35.23747486,6,3.079800299,775.5625126,155,4
548,33,141163.6537,,6,,Female,High School,Divorced,Retired,Silver,North,28,Groceries,25.67674855,1,5.581031009,571.3943536,307,1
,41,33326.26464,65.66311626,40,4,Male,,Single,Retired,Platinum,East,5,Home,49.63004953,6,8.990363035,614.6807828,285,4
550,33,,93.89217703,13,1,Female,Bachelor's,Married,Retired,Silver,East,8,Groceries,15.20986617,11,7.243821283,613.1879757,185,4
551,19,109425.1439,87.24924374,48,3,Female,Bachelor's,Single,Employed,Platinum,North,11,Groceries,18.98735455,14,4.551661629,525.771213,181,0
552,66,28818.81768,76.84041288,35,3,Male,,Divorced,Unemployed,Bronze,East,14,Groceries,49.29083226,6,4.35222045,405.8914535,142,1
553,45,59125.2637,79.05628698,19,5,,High School,Single,Unemployed,Bronze,North,20,Groceries,,14,5.101622326,709.8230117,205,4
554,49,112062.3715,66.83350544,12,2,Male,PhD,Divorced,Unemployed,Bronze,,19,Home,26.14096493,9,2.59337297,369.8809459,141,1
555,44,28755.57819,26.7683989,16,2,Male,Bachelor's,Divorced,Employed,,West,2,Fashion,29.95685985,13,6.706006907,357.1305847,184,2
556,,95682.15982,,43,4,Male,PhD,,Retired,Silver,South,9,Home,42.94300643,8,4.277375372,690.5797707,240,0
557,41,64964.7974,67.40249888,10,3,Male,Bachelor's,Single,Unemployed,Gold,South,0,Groceries,26.64411107,12,8.671288143,414.8603612,7,0
558,29,100719.0173,56.48362247,25,2,Male,Master's,Married,Retired,Platinum,North,18,Home,14.27106756,6,7.808973941,468.7250132,71,0
559,67,25946.4644,11.98795745,20,5,Female,Bachelor's,Divorced,Retired,Gold,East,18,Home,42.28000423,12,6.494618477,561.3751069,287,3
560,52,133299.7848,145.2584988,31,4,Male,Bachelor's,Married,Employed,Silver,South,22,Home,29.19976211,13,4.277820004,547.1432242,94,1
561,50,146553.566,46.57546885,4,2,Female,Bachelor's,Single,Employed,Silver,South,22,Groceries,11.88691687,0,2.889386485,689.7185188,156,2
562,50,145954.1212,86.59179734,44,2,Female,High School,Divorced,Retired,Gold,South,12,Home,27.7513624,11,7.985366777,642.8874864,40,4
,68,117454.7381,55.1181738,23,3,Male,Master's,Married,Unemployed,,,11,Electronics,23.59415213,12,,654.4178893,330,2
564,60,36911.21122,38.65965435,2,4,Female,Bachelor's,Married,Unemployed,Silver,,0,Groceries,44.45791393,7,3.022750344,692.7298819,300,1
565,54,118574.2155,97.70323252,22,1,Male,,Married,Employed,Silver,North,18,Home,10.67249441,7,2.756571535,460.9370001,268,0
566,29,23196.29914,11.96133874,37,4,Female,PhD,Single,Employed,Platinum,South,28,Electronics,44.3844412,3,2.488608141,477.2833215,154,3
567,20,,42.8322944,8,4,Female,Master's,Single,Employed,Bronze,West,23,,28.04949576,12,7.994450766,540.8987613,274,1
568,18,62069.32849,5.160442842,7,2,Female,Bachelor's,,Employed,Bronze,,15,Fashion,23.19639935,7,3.060884668,469.1041952,153,1
569,50,83523.61475,74.25050796,14,4,Male,PhD,Divorced,Employed,Platinum,North,24,Home,12.2885233,3,5.739780372,841.7158279,52,4
570,57,120152.9643,91.88957867,3,5,Female,PhD,Single,Employed,Gold,South,22,Home,36.53680832,14,5.063917249,747.7285595,178,2
571,27,108828.399,28.72369563,16,1,Male,High School,Divorced,Employed,Silver,West,22,Fashion,46.70630191,7,6.216498093,390.5600785,239,2
572,60,77967.35183,85.975826,19,2,Female,PhD,Married,Unemployed,Gold,East,27,Groceries,21.89198093,4,8.894394103,303.0767857,136,4
573,61,55571.46662,29.92960482,18,,Female,Bachelor's,Married,Employed,Bronze,West,14,Fashion,,3,8.809726511,323.5307975,254,3
574,46,149626.185,91.166246,16,5,Female,High School,Single,Employed,Bronze,East,15,Groceries,29.96901126,5,5.059684646,434.2348981,223,0
575,30,75403.56929,75.64222846,8,5,Female,High School,Married,Unemployed,Gold,North,10,Fashion,40.82836768,1,,362.8602072,179,0
576,29,78680.31316,80.68577091,33,3,Male,Bachelor's,Single,Unemployed,Bronze,West,23,Home,5.169546255,11,4.837994251,593.3359632,181,3
577,48,41271.09675,2.782649004,49,4,Male,,Divorced,Retired,Silver,South,5,Home,33.41198464,1,6.455741837,771.8973725,258,4
578,63,123325.2413,96.31822535,12,3,Female,PhD,Married,Employed,Platinum,South,10,Groceries,31.84322003,1,6.019882832,705.2126215,242,
579,19,110178.6894,72.94042821,11,3,Female,High School,Single,Employed,Gold,East,2,Groceries,19.31684836,8,6.862024952,418.5849847,95,2
580,68,48700.04966,,,2,Male,Master's,Married,Employed,Silver,South,14,Electronics,25.31403516,14,2.386681592,519.6145908,196,1
581,67,30709.53593,83.11007182,27,2,Male,Bachelor's,Married,Employed,Silver,West,0,Electronics,16.11334509,13,6.818815889,579.3418152,13,2
582,52,108464.9093,28.87059864,12,2,Male,PhD,,Retired,Bronze,North,6,Home,40.54485821,9,2.643864569,745.6132172,,1
583,40,105086.4579,87.40263012,17,3,Male,PhD,Married,Unemployed,Silver,East,0,Home,33.554072,2,7.754715826,761.5168817,268,4
584,34,,12.14545865,6,1,Female,High School,Married,Unemployed,Gold,West,16,Electronics,28.97202299,14,4.051788519,,170,4
585,43,143612.2631,70.66491177,33,5,Female,PhD,Married,Employed,Silver,East,8,Electronics,22.66367893,9,7.3890589,580.0848878,,3
586,25,,54.52914919,5,2,Male,,Married,Employed,Platinum,North,28,Groceries,18.11229737,3,1.43079039,681.8511105,178,1
587,46,76203.52414,10.55691255,28,2,,PhD,Divorced,Employed,Silver,East,25,Fashion,42.02314187,9,4.67074023,361.4902042,169,1
588,43,142670.0696,24.947489,14,3,Male,PhD,Married,Retired,Silver,South,22,Groceries,25.31334517,11,7.3453107,610.908928,158,3
